VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,CategoryBackup,SharePoint,VI SDK Server,VI SDK UUID
SP13PRDW512VM,poweredOn,False,False,green,SP13PRDW512VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 03:23:05,,1969/12/31 19:00:00,2023/09/27 11:38:35,4,"16,384",1,1,intel-merom,normal,True,True,10.60.4.141,DVS-CITRIXFARM-1120,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Programming_Web,,True,notConfigured,gray,-1,-1,"171,996","140,268","138,184",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW512VM/SP13PRDW512VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW512VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW512VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW512VM/,NetBackup Backup Policy: BH_2K12_Windows,"Thu Oct  5 19:41:14 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode16.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1270,503d0091-d406-0296-6888-6d828793e1cf,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SP13PRDW612VM,poweredOn,False,False,green,SP13PRDW612VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 04:16:08,,1969/12/31 19:00:00,2023/09/27 11:38:35,4,"16,384",1,1,intel-merom,normal,True,True,10.60.4.128,DVS-CITRIXFARM-1120,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Programming_Web,,True,notConfigured,gray,-1,-1,"172,380","150,520","148,052",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW612VM/SP13PRDW612VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW612VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW612VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW612VM/,NetBackup Backup Policy: BH_2K12_Windows,"Thu Oct  5 19:41:17 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode14.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1256,503d11f2-06d6-9c73-e547-706eb4e05312,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SP13PRDW712VM,poweredOn,False,False,green,SP13PRDW712VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 03:16:34,,1969/12/31 19:00:00,2023/09/27 11:38:36,4,"16,384",1,1,intel-merom,normal,True,True,10.60.4.138,DVS-CITRIXFARM-1120,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Programming_Web,,True,notConfigured,gray,-1,-1,"171,824","154,428","152,516",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW712VM/SP13PRDW712VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW712VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW712VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW712VM/,,"Thu Oct  5 19:41:43 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode11.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1228,503df470-2185-233b-15bf-d0669d59ea87,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SP13PRDW812VM,poweredOn,False,False,green,SP13PRDW812VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 04:16:37,,1969/12/31 19:00:00,2023/09/27 11:38:35,4,"16,384",1,1,intel-merom,normal,True,True,10.60.4.139,DVS-CITRIXFARM-1120,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Programming_Web,,True,notConfigured,gray,-1,-1,"172,160","155,848","153,896",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW812VM/SP13PRDW812VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW812VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW812VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDW812VM/,,"Thu Oct  5 19:41:06 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode20.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1197,503da820-9533-b6f0-7008-a3dcf3c679e7,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SP13STGD212VM,poweredOn,False,False,green,SP13STGD212VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/19 02:15:45,,1969/12/31 19:00:00,2023/09/27 11:38:37,8,"16,384",2,5,intel-merom,normal,True,True,2.2.2.45,DVS-DB-1121,SERVER-HRBT-3111,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/SharePoint,,True,notConfigured,gray,-1,-1,"771,180","401,924","399,696",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13STGD212VM/SP13STGD212VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13STGD212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13STGD212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13STGD212VM/,,"Mon Oct  2 20:37:40 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1479,503d14d0-2dac-7b43-346c-c46b19ac96fb,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
STORPROPRD119VM,poweredOn,False,False,green,STORPROPRD119VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/10/03 13:21:26,,2023/09/25 14:51:23,2023/09/27 12:17:04,2,"8,192",1,1,intel-haswell,normal,True,True,10.60.0.215,DVS-SERVER-1100,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Storage,,True,notConfigured,gray,-1,-1,"132,212","50,252","49,040",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct119vm/strgprotct119vm.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct119vm/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct119vm/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct119vm/,Owner: Leonel Ramos: SCTASK0622549. Created by CV.,"Thu Oct  5 19:42:34 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode17.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-4299,500de39f-bbde-6be8-4d57-09363f708904,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
STORPROPRD219VM,poweredOn,False,False,green,STORPROPRD219VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/10/03 13:21:36,,2023/09/25 14:49:56,2023/09/27 12:17:45,2,"8,192",1,1,intel-haswell,normal,True,True,10.60.0.153,DVS-SERVER-1100,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Storage,,True,notConfigured,gray,-1,-1,"132,284","50,852","49,568",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct219vm/strgprotct219vm.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct219vm/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct219vm/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] strgprotct219vm/,"Owner: Leonel Ramos, SCTASK0622549 created by CV.","Thu Oct  5 19:42:25 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode13.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-4298,500d15f3-e8e9-55d8-70f4-6b7c31cbfba7,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
TEGANLZPRD116VM,poweredOn,False,False,green,TEGANLZPRD116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/26 00:29:18,,1969/12/31 19:00:00,2023/09/27 11:38:27,2,"8,192",1,1,intel-merom,normal,True,True,10.60.6.69,DVS-APPLICATION-1130,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"162,668","87,496","86,548",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TEGANLZPRD116VM/TEGANLZPRD116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TEGANLZPRD116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TEGANLZPRD116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TEGANLZPRD116VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Mon Oct  2 20:31:46 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode24.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-4292,50260297-2ad5-4a19-7d5a-21409ca765f5,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
TRANE0112VM,poweredOn,False,False,green,TRANE0112VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/29 14:09:02,,1969/12/31 19:00:00,2023/09/27 11:38:29,3,"8,192",1,5,intel-merom,normal,True,True,10.60.6.26,DVS-APPLICATION-1130,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"306,164","169,932","168,336",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRANE0112VM/TRANE0112VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRANE0112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRANE0112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRANE0112VM/,,"Mon Oct  2 20:30:49 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode24.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4284,5026d707-cbe1-c4a5-1810-b410de64a7fc,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
TRAUMAONEDB1VM,poweredOn,False,False,green,TRAUMAONEDB1VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/22 16:01:55,,1969/12/31 19:00:00,2023/09/25 09:29:02,4,"8,192",1,5,intel-merom,normal,True,True,10.60.21.58,DVS-DB-1121,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"426,380","280,420","278,644",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRAUMAONEDB1VM/TRAUMAONEDB1VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRAUMAONEDB1VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRAUMAONEDB1VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TRAUMAONEDB1VM/,,"Mon Oct  2 20:30:34 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4282,503dbad6-4d43-74aa-fc71-dff780f22f61,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
TTRKSQL0116VM,poweredOn,False,False,green,TTRKSQL0116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/24 03:03:18,,1969/12/31 19:00:00,2023/09/27 11:38:33,8,"24,576",2,5,intel-merom,normal,True,True,2.2.2.41,DVS-DB-1121,DVS-DB-1121,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/TELETRACKING,,True,notConfigured,gray,-1,-1,"3,068,044","2,180,284","2,178,024",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TTRKSQL0116VM/TTRKSQL0116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TTRKSQL0116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TTRKSQL0116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] TTRKSQL0116VM/,,"Mon Oct  2 20:28:41 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode24.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1874,5026934d-1679-c1f9-f7a5-9c3ba66de921,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
VERSCAREPD116VM,poweredOn,False,False,green,VERSCAREPD116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 00:29:21,,1969/12/31 19:00:00,2023/09/27 11:38:28,2,"4,096",1,2,intel-merom,normal,True,True,10.60.6.236,DVS-APPLICATION-1130,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"144,052","79,140","77,352",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCAREPD116VM/VERSCAREPD116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCAREPD116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCAREPD116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCAREPD116VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Mon Oct  2 20:27:34 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1523,50269107-acbb-b6e5-c691-e797f7701124,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
VERSCARETS116VM,poweredOn,False,False,green,VERSCARETS116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/20 00:33:24,,1969/12/31 19:00:00,2023/09/28 10:55:46,2,"4,096",1,2,intel-merom,normal,True,True,10.60.6.204,DVS-APPLICATION-1130,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"128,632","76,060","74,332",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCARETS116VM/VERSCARETS116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCARETS116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCARETS116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VERSCARETS116VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Mon Oct  2 20:27:34 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode22.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1524,5026e406-05f3-9a67-0991-1cfec265a5da,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
VMware vCenter Server Appliance - ISC,poweredOn,False,False,green,iscvcsrvrail.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/20 09:39:54,,2023/06/29 12:48:31,2023/09/27 11:38:40,4,"19,456",1,17,intel-haswell,normal,,,10.60.26.100,vCenter Server Network-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - VMWare/VXRAIL_MGMT,,True,notConfigured,gray,-1,-1,"2,956,804","1,503,480","1,463,428",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,10,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VMware vCenter Server Appliance/VMware vCenter Server Appliance.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VMware vCenter Server Appliance/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VMware vCenter Server Appliance/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] VMware vCenter Server Appliance/,VMware vCenter Server Appliance,,VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode19.nbhdhqdomain.nbhd.org,Other 3.x or later Linux (64-bit),VMware Photon OS (64-bit),vm-30,52f6fa4f-cd96-dcfe-c506-ab29d400f5c4,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,BackupExclusion,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
